id,donor,donor_short,canonical_key,aliases,donor_category,website,ngo_eligible,for_profit_eligible,direct_local_org_eligible,govt_or_ccm_route_required,grant_route,procurement_tender_route,loan_dev_finance_route,subrecipient_partner_possible,open_call_unsolicited,invitation_solicited,two_stage_application,online_portal_submission,active_route_status,funding_scope_geographic,lmic_africa_focus,global_multi_country_scope,priority_program_areas,infectious_diseases_fit,hiv_aids_fit,tb_fit,malaria_fit,immunization_vaccines_fit,mnch_fit,srhr_family_planning_fit,nutrition_fit,ncds_fit,hss_fit,digital_health_data_ai_fit,education_fit,economic_development_fit,climate_environment_fit,agriculture_food_security_fit,governance_equity_rights_fit,local_registration_required,local_board_required,authorized_signatory_signoff_required,govt_endorsement_letter_required,tax_exempt_status_required,sam_uei_registration_required,prior_track_record_required,partnership_mandatory,local_partner_required,prefinance_required,cost_sharing_match_required,audited_financials_required,ethics_irb_approval_required,concept_note_required,full_technical_proposal_required,detailed_budget_required,budget_narrative_required,logframe_results_framework_required,theory_of_change_required,workplan_timeline_required,mande_plan_required,cvs_key_personnel_required,org_capacity_statement_required,letters_of_support_required,partner_mou_required,registration_certificate_required,bank_details_required,due_diligence_questionnaire_required,safeguarding_policy_required,data_management_plan_required,risk_management_plan_required,sustainability_exit_plan_required,gender_inclusion_plan_required,environmental_safeguard_required,procurement_plan_required,org_chart_staffing_required,audit_report_required,references_required,award_low_usd,award_high_usd,total_annual_funding_global,funding_mechanism,verification_level,verification_caveats,evidence_summary,notes,source_urls,updated_at,hq_address,hq_country,main_phone,general_email,contact_persons,contact_emails,contact_phones,donor_linkedin_url,contact_linkedin_urls,other_profile_urls,award_size_basis,online_source_check_status,last_checked,row_type,summary_description,mission,vision,donor_values,strategy_url,total_awards,total_funding_to_date,current_awards,past_awards,projected_budget,funding_cycle,recent_activity,application_process,reporting_requirements,past_projects_json,funded_geographies,projected_budget_period,founded,parent_organization,strategic_priorities,in_scope,out_of_scope,selection_criteria,funding_programs,funding_tiers_json,eligibility_notes,application_deadlines,submission_portal_url,strategic_fit_notes,gaps_risks,recommended_approach,program_area_ratings,funders_collaborators,independent_entity_required,welcome_registration_required,hq_country_required,org_stage_required,max_annual_budget_usd,min_track_record_usd,required_partner_type,required_partner_country,max_request_pct_of_budget,min_cofinancing_secured_pct,donor_type,is_dual_role_implementer,opportunity_listing_urls
15,Bloomberg Philanthropies,BP,bloomberg philanthropies,Bloomberg Philanthropies,International philanthropies & foundations,https://www.bloomberg.org,yes,,Yes — direct,,yes,,,,no,yes,,,Active,"[""Sub-Saharan Africa"",""Global""]",yes,,"[""Digital Health (+AI)"",""Research"",""Basic Education"",""Climate Adaptation & Resilience"",""Health Financing"",""Diabetes"",""Cardiovascular Diseases"",""Anti-corruption & Accountability""]",,,,,,,,,yes,yes,yes,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$5.00M,$25.00M,,"[""Grants""]",medium,Eligibility requirements vary by call/RFP; use the opportunity package as binding source before application.,"Focuses globally on public health, environment, education, government innovation, arts, and data-driven city and health initiatives.","~$1.7B/year. Data for Health Initiative in 25+ African countries: civil registries, surveillance, DHIS2. Bloomberg Initiative for Global Road Safety. Tobacco, obesity, and NCD programs. Potential for integrating NCDs into primary care in Africa.",https://www.bloomberg.org; https://www.bloomberg.org/grants/,2026-06-24T00:00:00+01:00,,United States,,,,,,,,,Computed from USD-denominated funding ranges in uploaded Master Funding Matrix. Not a definitive award-history statistic; verify against each donor grant database/CFP.,official_or_institutional_sources_only,2026-06-24,donor_or_funder,,,,,,,,,,,Ad hoc / by announcement,,By invitation only,Unknown,[],,,,,,,,,,[],,,,,,,"{""Digital Health (+AI)"":4,""Research"":4,""Basic Education"":4,""Climate Adaptation & Resilience"":5,""Health Financing"":4,""Diabetes"":4,""Anti-corruption & Accountability"":5,""Cardiovascular Diseases"":5}",,,,,,,,,,,,Private Foundation & Philanthropic Organization,no,https://www.bloomberg.org/grants/
72,Cancer Research UK,,cancer research uk,Cancer Research UK,International philanthropies & foundations,https://www.cancerresearchuk.org,yes,,Yes — direct,,yes,,,,yes,,,yes,Active,"[""Global""]",,,"[""Cancer"",""Research"",""Health Financing"",""MNCH"",""Pandemic Response""]",yes,,,,,yes,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,£300M–£400M+,"[""Grants""]",medium,Eligibility requirements vary by call/RFP; use the opportunity package as binding source before application.,"Publicly mapped priorities in uploaded donor intelligence include: Infectious Diseases. Maternal, Neonatal & Child Health (MNCH). NCDs. Health systems strengthening (HSS). Yes - MNCH.",Previously applied but not selected.,https://www.cancerresearchuk.org; https://www.cancerresearchuk.org/funding-for-researchers,2026-06-24T00:00:00+01:00,,United Kingdom,,,,,,,,,Computed from USD-denominated funding ranges in uploaded Master Funding Matrix. Not a definitive award-history statistic; verify against each donor grant database/CFP.,official_or_institutional_sources_only,2026-06-24,donor_or_funder,,,,,,,,,,,Ad hoc / by announcement,,Unsolicited proposals accepted,Unknown,[],,,,,,,,,,[],,,,,,,"{""Cancer"":5,""Research"":5,""Health Financing"":4,""MNCH"":4,""Pandemic Response"":4}",,,,,,,,,,,,Private Foundation & Philanthropic Organization,no,https://www.cancerresearchuk.org/funding-for-researchers
91,Cargill Foundation,,cargill foundation,Cargill Foundation; Cargill Foundations,Private sector / corporate,https://www.cargill.com/sustainability/community-engagement,yes,,Yes — via competitive RFP / invited proposal,,yes,,,yes,no,yes,,,Unknown,"[""Global""]",,,"[""Food Security & Resilience"",""Smallholder Productivity"",""Basic Education"",""Nutrition"",""Jobs & Skills""]",,,,,,,,yes,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$50M+ annually,"[""Grants"",""In-kind / commodities""]",medium,Eligibility requirements vary by call/RFP; use the opportunity package as binding source before application.,Publicly mapped priorities in uploaded donor intelligence include: Limited - Cargill operating communities. some global nutrition.,"Focus on food security, nutrition, education. Cargill has a Sub-Saharan Africa presence (cocoa).",https://www.cargill.com/sustainability/community-engagement; https://www.cargill.com/about/community/cargill-foundation-headquarters,2026-06-24T00:00:00+01:00,,United States,,,,,,,,,Computed from USD-denominated funding ranges in uploaded Master Funding Matrix. Not a definitive award-history statistic; verify against each donor grant database/CFP.,official_or_institutional_sources_only,2026-06-24,donor_or_funder,,,,,,,,,,,Ad hoc / by announcement,,By invitation only,Unknown,[],,,,,,,,,,[],,,,,,,"{""Food Security & Resilience"":5,""Smallholder Productivity"":4,""Basic Education"":4,""Nutrition"":5,""Jobs & Skills"":5}",,,,,,,,,,,,Private Foundation & Philanthropic Organization,no,
87,Carnegie Corporation of New York,,carnegie corporation of new york,Carnegie Corporation of New York,International philanthropies & foundations,https://www.carnegie.org/,yes,,Yes — direct,,yes,,,yes,yes,yes,,,Active,"[""Sub-Saharan Africa"",""Africa"",""United States""]",yes,,"[""Digital Health (+AI)"",""Research"",""Basic Education"",""Higher Education & TVET"",""Democracy & Civic Participation"",""Peace & Conflict"",""Health Financing"",""HIV/AIDS"",""Pandemic Response""]",yes,yes,,,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$300K,$2.60M,$200M+,"[""Grants""]",medium,Eligibility requirements vary by call/RFP; use the opportunity package as binding source before application.,Publicly mapped priorities in uploaded donor intelligence include: Health Information Systems & Data. Pandemic Preparedness & Response. HEALTH SYSTEMS STRENGTHENING. CROSS-CUTTING. Health systems strengthening (HSS). Yes - HSS.,"Not typically engaged directly in health but supports data & civic platforms that the NGO could partner on. $174M/yr (2023-24). $4.5B endowment. Higher Education & Research in Africa program: doctoral training, research capacity. Focus on Commonwealth Africa countries. Potential for health research capacity strengthening. Proactive grantmaker, unsolicited rarely funded. International Peace & Security program covers Africa conflict zones (Sahel). Limited health focus but research on health and illness trends in Africa. Primarily education and democracy focus.",https://www.carnegie.org; https://www.carnegie.org/grants/grants-database/,2026-06-24T00:00:00+01:00,,United States,,,,,,,,,Computed from USD-denominated funding ranges in uploaded Master Funding Matrix. Not a definitive award-history statistic; verify against each donor grant database/CFP.,official_or_institutional_sources_only,2026-06-24,donor_or_funder,,,,,,,,,,,Ad hoc / by announcement,,By invitation only,Unknown,[],,,,,,,,,,[],,,,,,,"{""Digital Health (+AI)"":4,""Research"":4,""Basic Education"":4,""Higher Education & TVET"":5,""Democracy & Civic Participation"":5,""Peace & Conflict"":4,""Health Financing"":4,""HIV/AIDS"":4,""Pandemic Response"":4}",,,,,,,,,,,,Private Foundation & Philanthropic Organization,no,https://www.carnegie.org/grants/grants-database/
62,Catalytic Opportunity Fund,,catalytic opportunity fund,Cataltytic Opportunity Fund; Catalytic Opportunity Fund; Hormonal IUD Catalytic Opportunity Fund,International philanthropies & foundations,https://www.catalyticopportunityfund.org/,,,Yes — direct,yes,yes,,,yes,yes,,,,Unknown,[],,,"[""Research"",""MNCH"",""SRH""]",,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$3.00M,$10.00M,"Max $250,000 annually","[""Grants""]",medium,,"Publicly mapped priorities in uploaded donor intelligence include: Family Planning & Reproductive Health. Maternal, Neonatal & Child Health. Maternal, Neonatal & Child Health (MNCH). HIUD pre and introduction. Yes - MNCH.","USD 250,000 per cycle per country per year. Rapid, flexible funding for reproductive health innovations (e.g., hormonal IUD, PPH reduction, MA combipack). (up to $250K per call for proposals).",https://www.catalyticopportunityfund.org; https://www.catalyticopportunityfund.org/h-iud,2026-06-24T00:00:00+01:00,,,,,,,,,,,Computed from USD-denominated funding ranges in uploaded Master Funding Matrix. Not a definitive award-history statistic; verify against each donor grant database/CFP.,official_or_institutional_sources_only,2026-06-24,donor_or_funder,,,,,,,,,,,Unknown,,Unsolicited proposals accepted,Unknown,[],,,,,,,,,,[],,,,,,,"{""Research"":4,""MNCH"":4,""SRH"":4}",,,,,,,,,,,,Private Foundation & Philanthropic Organization,no,https://www.catalyticopportunityfund.org|https://www.catalyticopportunityfund.org/h-iud
92,Centers for Disease Control and Prevention (CDC),CDC,centers for disease control and prevention,CDC (U.S.); Centers for Disease Control and Prevention (CDC),U.S. federal agencies,CDC Division of Global Health Protection,yes,yes,Yes — direct,,yes,yes,,yes,,,,yes,Active,"[""Global"",""United States""]",,,"[""Diagnostics"",""Digital Health (+AI)"",""Health Financing"",""Emergency Response"",""HIV/AIDS"",""Tuberculosis"",""Malaria & NTDs"",""Pandemic Response"",""Vaccines"",""Health Workforce""]",yes,,,,,,,,,yes,yes,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$1.3B global health security,"[""Grants"",""Procurement / contracts"",""Technical assistance""]",medium,"US federal foreign-assistance funding is affected by the 2025 foreign-aid freeze and the State Department reorganisation that absorbed USAID. Confirm the specific route is active and funded, and that foreign (non-US) entities remain eligible, before relying on this row. Verified 2026-06-06.",Publicly mapped priorities in uploaded donor intelligence include: Disease surveillance. Public health capacity building. Yes - Direct programs.,"Laboratory strengthening, disease surveillance, emergency response.",https://www.grants.gov; https://www.cdc.gov/global-health; https://www.cdc.gov; https://www.cdc.gov/grants/,2026-06-24T00:00:00+01:00,,United States,,,,,,,,,Computed from USD-denominated funding ranges in uploaded Master Funding Matrix. Not a definitive award-history statistic; verify against each donor grant database/CFP.,official_source_cross_checked,2026-06-24,donor_or_funder,,,,,,,,,,,Ad hoc / by announcement,,Online portal submission,Unknown,[],,,1946,,,,,,,[],,,,,,,"{""Diagnostics"":4,""Digital Health (+AI)"":4,""Health Financing"":4,""Emergency Response"":4,""Health Workforce"":5,""HIV/AIDS"":5,""Malaria & NTDs"":5,""Pandemic Response"":5,""Tuberculosis"":5,""Vaccines"":5}",,,,,,,,,,,,U.S. Federal Grantmaker / Procurement Agency,no,https://www.grants.gov|https://www.cdc.gov/grants/
20,Chan Zuckerberg Initiative,CZI,chan zuckerberg initiative,Chan Zuckerberg Initiative; Chan Zuckerberg Initiative (CZI),International philanthropies & foundations,https://chanzuckerberg.com,yes,,Yes — via competitive RFP / invited proposal,,yes,,,yes,,,,yes,Active,"[""Sub-Saharan Africa"",""LMICs"",""Global""]",yes,,"[""Digital Health (+AI)"",""Research"",""Basic Education"",""Health Financing""]",,,,,,,,,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$7.22B committed since 2015; ~$500M–$1B+ annually,"[""Grants""]",medium,Eligibility requirements vary by call/RFP; use the opportunity package as binding source before application.,Publicly mapped priorities in uploaded donor intelligence include: NCDs. Health systems strengthening (HSS). Limited - Science/disease eradication. primarily US education.,"Science pillar: biomedical research tools (Biohub, cell biology, AI). Not traditional global health funder.",https://chanzuckerberg.com/grants-ventures/grants; https://chanzuckerberg.com; https://chanzuckerberg.com/rfa/,2026-06-24T00:00:00+01:00,,United States,,,,,,,,,Computed from USD-denominated funding ranges in uploaded Master Funding Matrix. Not a definitive award-history statistic; verify against each donor grant database/CFP.,official_or_institutional_sources_only,2026-06-24,donor_or_funder,,,,,,,,,,,Ad hoc / by announcement,,Online portal submission,Unknown,[],,,,,,,,,,[],,,,,,,"{""Digital Health (+AI)"":5,""Research"":5,""Basic Education"":4,""Health Financing"":4}",,,,,,,,,,,,Private Foundation & Philanthropic Organization,no,https://chanzuckerberg.com/grants-ventures/grants|https://chanzuckerberg.com/rfa/
17,Children’s Investment Fund Foundation (CIFF),CIFF,children's investment fund foundation,Children's Investment Fund Foundation; Children's Investment Fund Foundation (CIFF); CIFF (Children's Investment Fund Foundation); Children’s Investment Fund Foundation (CIFF),International philanthropies & foundations,https://ciff.org,yes,,Yes — direct,,yes,,,yes,no,yes,,,Unknown,"[""Sub-Saharan Africa"",""Africa"",""Asia"",""Global""]",yes,,"[""MNCH"",""Climate & Health"",""Digital Health (+AI)"",""Basic Education"",""Climate Adaptation & Resilience"",""Health Financing"",""HIV/AIDS"",""Nutrition"",""SRH"",""Gender Equality & GBV"",""Pandemic Response""]",yes,yes,,,,yes,yes,yes,,yes,yes,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$5.00M,$800.00M,$344M+,"[""Grants"",""Program-related investments (equity/debt)""]",medium,Eligibility requirements vary by call/RFP; use the opportunity package as binding source before application.,"Strategic philanthropy focused on child health, nutrition, climate, adolescent health, and systems outcomes. risk-based due diligence for grants.","Very high – scale, prevention, systems focus. Through CIFF funding, in 2024, the NGO partnered with the Global Fund, WHO, and key partners in countries eligible for a PrEP Matching Fund (Kenya, Mozambique, Nigeria, Uganda, and Zambia) to include more than one PrEP in Global Fund implementation plans for 2024-2026. Invests heavily in HIV self-testing and beyond ( SRHR, adolescent health, maternal & child health, climate health). Large multi‑year grants. $1M–$20M+. Programme santé maternelle et adolescentes. Approche data-driven. $6 billion in assets, $344 million annually. Focus on neonatal care (co-financed by NEST360 Kenya, Malawi, Nigeria, Tanzania), nutrition, and climate health. Offices in Nairobi, Addis Ababa, and Delhi. Seeking partners for large-scale implementation. Climate and health = CIFF strategic priority.",https://ciff.org/grant-portfolio; https://ciff.org/grant-portfolio/our-grant-making-process; https://ciff.org/what-we-fund; https://ciff.org,2026-06-24T00:00:00+01:00,"7 Clifford Street, Mayfair, London W1S 2FT, United Kingdom",United Kingdom,+44 20 3740 6157,info@ciff.org,,,,https://www.linkedin.com/company/children's-investment-fund-foundation-ciff-,,https://ciff.org/contact/,Computed from USD-denominated funding ranges in uploaded Master Funding Matrix. Not a definitive award-history statistic; verify against each donor grant database/CFP.,official_or_institutional_sources_only,2026-06-24,donor_or_funder,,,,,,,,,,,Ad hoc / by announcement,,By invitation only,Unknown,[],,,2002,,,,,,,[],,,,,,,"{""MNCH"":5,""Climate & Health"":4,""Digital Health (+AI)"":4,""Basic Education"":4,""Climate Adaptation & Resilience"":5,""Health Financing"":4,""HIV/AIDS"":4,""Nutrition"":5,""SRH"":5,""Gender Equality & GBV"":5,""Pandemic Response"":4}",,,,,,,,,,,,Private Foundation & Philanthropic Organization,no,https://ciff.org/grant-portfolio|https://ciff.org/grant-portfolio/our-grant-making-process
16,Coalition for Epidemic Preparedness Innovations,CEPI,cepi,Coalition for Epidemic Preparedness Innovations; CEPI,Multilaterals & development banks,https://cepi.net,yes,yes,Yes — via competitive RFP / invited proposal,,yes,yes,,yes,yes,,,yes,Active,"[""Sub-Saharan Africa"",""Global"",""Global South"",""LMICs""]",yes,,"[""Digital Health (+AI)"",""Research"",""Trade & Markets"",""HIV/AIDS"",""Pandemic Response"",""MNCH"",""Vaccines""]",yes,yes,,,yes,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$5.00M,$50.00M,,"[""Grants"",""Procurement / contracts"",""Technical assistance""]",medium,Eligibility requirements vary by call/RFP; use the opportunity package as binding source before application.,"Publicly mapped priorities in uploaded donor intelligence include: Immunization & Vaccines. Pandemic Preparedness & Response. Maternal, Neonatal & Child Health. CROSS-CUTTING.",Priority vaccine development for LMICs. Gavi-CEPI partnerships in the vaccine ecosystem. Potential for new antigens. $500M+/year. Coalition for the development of epidemic/pandemic vaccines. 100-day mission. Funds technological platforms and trial sites in Africa. NGO vaccine work Markets Team reference CEPI.,https://cepi.net/calls-for-proposals; https://cepi.net/,2026-06-24T00:00:00+01:00,"Skøyen Atrium, Askekroken 11, 0277 Oslo, Norway",Norway,,,,,,https://www.linkedin.com/company/cepivaccines,,https://cepi.net/,Computed from USD-denominated funding ranges in uploaded Master Funding Matrix. Not a definitive award-history statistic; verify against each donor grant database/CFP.,official_source_cross_checked,2026-06-24,donor_or_funder,,,,,,,,,,,Ad hoc / by announcement,,Competitive tender / RFP,Unknown,[],,,2017,,,,,,,[],,,,,,,"{""Digital Health (+AI)"":4,""Research"":5,""Trade & Markets"":4,""HIV/AIDS"":4,""Pandemic Response"":5,""MNCH"":4,""Vaccines"":5}",,,,,,,,,,,,Multilateral / Development Bank / Global Health Partnership,no,https://cepi.net/calls-for-proposals|https://cepi.net/procurement-tenders
41,Coefficient Giving,Coefficient Giving,open philanthropy,Open Philanthropy; Open Phil,International philanthropies & foundations,https://www.coefficientgiving.org,yes,,Yes — direct,,yes,,,,no,yes,,,Unknown,"[""Global / worldwide"",""Low- and middle-income countries (LMICs)""]",yes,yes,"[""Pandemic Response"",""Research"",""Vaccines"",""Diagnostics"",""Digital Health (+AI)"",""Malaria & NTDs"",""MNCH"",""Health Financing""]",yes,,,yes,yes,yes,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$2.00M,$50.00M,$500M+,"[""Grants"",""Program-related investments (equity/debt)""]",medium,Opportunity listing URL not verified in this pass.,From coefficientgiving.org and reporting on the 2025 Open Philanthropy → Coefficient Giving rebrand.,"Occasional collaborations on public policy & systems strengthening themes. $650M recommended in 2024. Major global health funder. Supports malaria vaccines (R21), Target Malaria ($17.5M), sickle cell disease via NGO partners. Science & Global Health R&D: $100M+/yr. Already funds the NGO for market shaping in Nigeria, India, Ghana. Funds neonatal sepsis research (synthetic colostrum), childhood vaccination, vitamin A deficiency, water chlorination for child mortality reduction. Funds NGOs for sickle cell disease market shaping. Global Public Health Policy program tackles air pollution, lead exposure. Strong evidence-based, cost-effective approach. Hits-based giving model.",https://www.coefficientgiving.org; https://en.wikipedia.org/wiki/Coefficient_Giving,2026-06-24T00:00:00+01:00,"182 Howard Street #225, San Francisco, CA 94105, USA",United States,,info@openphilanthropy.org,,,,https://www.linkedin.com/company/open-philanthropy,,https://www.openphilanthropy.org/contact-us/,Computed from USD-denominated funding ranges in uploaded Master Funding Matrix. Not a definitive award-history statistic; verify against each donor grant database/CFP.,official_source_cross_checked,2026-06-24,donor_or_funder,A US philanthropic adviser and funder (formerly Open Philanthropy; rebranded in 2025) that finds and funds outstanding giving opportunities at scale — >$4B directed to date. Now operates multi-donor 'funds' other philanthropists can join; anchor backing from Dustin Moskovitz and Cari Tuna.,Give as well as possible — maximise impact per dollar through evidence and reasoning.,,,,,,,,,Unknown,,By invitation only,Unknown,[],,,2017,,"Program areas are structured as multi-donor funds: global health & wellbeing (incl. global health R&D and scientific research), pandemic preparedness / biosecurity, farm animal welfare, and risks from advanced AI.",,,,,[],"Largely proactive / invitation-driven grantmaking sourced through its own research and trusted recommenders — not a broad open call. Funds nonprofits and, via program-related investments, some for-profits.",,,,,,"{""Pandemic Response"":5,""Research"":5,""Vaccines"":4,""Diagnostics"":4,""Digital Health (+AI)"":4,""Health Financing"":4,""Malaria & NTDs"":4,""MNCH"":4}",,,,,,,,,,,,Private Foundation & Philanthropic Organization,no,
